"Commodity","Date","Market","Origin","Variety","Sub-Variety","Package","Item Size","Unit of Sale","Environment","Grade","Product Type","High Price","Low Price","Avg Price"
"APPLES","8/25/18","NEW YORK","PENNSYLVANIA","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","10/23/21","NEW YORK","PENNSYLVANIA","HONEYCRISP","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","18","19"
"APPLES","12/19/15","BALTIMORE","PENNSYLVANIA","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","20","20"
"APPLES","12/12/15","BALTIMORE","PENNSYLVANIA","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","2/7/15","BALTIMORE","PENNSYLVANIA","GALA","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","24","24","24"
"APPLES","4/7/18","BALTIMORE","PENNSYLVANIA","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","1/13/18","BALTIMORE","PENNSYLVANIA","GRANNY SMITH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","25","24","24.5"
"APPLES","11/28/15","BALTIMORE","PENNSYLVANIA","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","1/27/18","BALTIMORE","PENNSYLVANIA","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","20","20"
"APPLES","2/3/18","BALTIMORE","PENNSYLVANIA","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","20","20"
"APPLES","10/27/18","NEW YORK","PENNSYLVANIA","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","10/20/18","NEW YORK","PENNSYLVANIA","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","11/19/16","BALTIMORE","PENNSYLVANIA","GOLDEN DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","20","20"
"APPLES","11/19/16","BALTIMORE","PENNSYLVANIA","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","22","22","22"
"APPLES","11/26/16","BALTIMORE","PENNSYLVANIA","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","22","22","22"
"APPLES","2/3/18","BALTIMORE","PENNSYLVANIA","GRANNY SMITH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","25","24","24.5"
"APPLES","11/26/16","BALTIMORE","PENNSYLVANIA","GOLDEN DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","20","20"
"APPLES","12/9/06","PHILADELPHIA","PENNSYLVANIA","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12","12","12"
"APPLES","10/13/18","NEW YORK","PENNSYLVANIA","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","3/10/18","BALTIMORE","PENNSYLVANIA","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","18","19"
"APPLES","12/9/06","ATLANTA","PENNSYLVANIA","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","30","30","30"
"APPLES","2/24/18","BALTIMORE","PENNSYLVANIA","GOLDEN DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","18","19"
"APPLES","3/10/18","BALTIMORE","PENNSYLVANIA","GOLDEN DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","18","19"
"APPLES","9/1/18","NEW YORK","PENNSYLVANIA","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","4/3/99","NEW YORK","PENNSYLVANIA","EMPIRE","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","9","9","9"
"APPLES","3/20/99","NEW YORK","PENNSYLVANIA","EMPIRE","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","9","9","9"
"APPLES","2/24/18","BALTIMORE","PENNSYLVANIA","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","18","19"
"APPLES","12/16/06","ATLANTA","PENNSYLVANIA","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","30","30","30"
"APPLES","9/19/98","BOSTON","PENNSYLVANIA","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","23","23","23"
"APPLES","9/12/98","BOSTON","PENNSYLVANIA","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","23","22","22.5"
"APPLES","1/31/15","BALTIMORE","PENNSYLVANIA","GALA","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","24","24","24"
"APPLES","2/10/18","BALTIMORE","PENNSYLVANIA","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","20","20"
"APPLES","10/14/17","NEW YORK","PENNSYLVANIA","FUJI","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","20","20"
"APPLES","2/25/17","PHILADELPHIA","PENNSYLVANIA","GOLDEN DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","3/23/13","COLUMBIA","PENNSYLVANIA","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","26.5","26.5","26.5"
"APPLES","3/27/99","NEW YORK","PENNSYLVANIA","EMPIRE","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","9","9","9"
"APPLES","11/21/98","PHILADELPHIA","PENNSYLVANIA","GOLDEN DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","10","10"
"APPLES","7/31/04","NEW YORK","PENNSYLVANIA","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","14","14","14"
"APPLES","11/21/98","PITTSBURGH","PENNSYLVANIA","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","14","14","14"
"APPLES","7/24/04","NEW YORK","PENNSYLVANIA","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","14","14","14"
"APPLES","2/24/18","BALTIMORE","PENNSYLVANIA","GRANNY SMITH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","25","24","24.5"
"APPLES","3/17/18","BALTIMORE","PENNSYLVANIA","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","18","19"
"APPLES","1/22/05","NEW YORK","PENNSYLVANIA","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","14","14","14"
"APPLES","1/15/05","NEW YORK","PENNSYLVANIA","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","14","14","14"
"APPLES","12/23/06","ATLANTA","PENNSYLVANIA","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","30","30","30"
"APPLES","11/10/18","NEW YORK","PENNSYLVANIA","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","2/10/18","BALTIMORE","PENNSYLVANIA","GRANNY SMITH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","25","24","24.5"
"APPLES","1/15/05","NEW YORK","PENNSYLVANIA","FUJI","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","14","14","14"
"APPLES","12/15/12","BALTIMORE","PENNSYLVANIA","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","25","24","24.5"
"APPLES","3/17/18","BALTIMORE","PENNSYLVANIA","GOLDEN DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","18","19"
"APPLES","12/22/12","BALTIMORE","PENNSYLVANIA","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","25","24","24.5"
"APPLES","11/30/02","NEW YORK","PENNSYLVANIA","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","10","10"
"APPLES","10/6/18","NEW YORK","PENNSYLVANIA","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","12/16/06","PHILADELPHIA","PENNSYLVANIA","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12","12","12"
"APPLES","2/20/21","NEW YORK","PENNSYLVANIA","GALA","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","26","26","26"
"APPLES","10/9/10","COLUMBIA","NORTH CAROLINA","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","21","21","21"
"APPLES","10/9/10","COLUMBIA","NORTH CAROLINA","GALA","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","23","23","23"
"APPLES","10/22/05","ATLANTA","NORTH CAROLINA","STAYMAN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18.5","18","18.25"
"APPLES","10/23/10","COLUMBIA","NORTH CAROLINA","GALA","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","26","26","26"
"APPLES","11/4/17","COLUMBIA","NORTH CAROLINA","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","24","24","24"
"APPLES","11/4/17","COLUMBIA","NORTH CAROLINA","GRANNY SMITH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","50","50","50"
"APPLES","10/16/10","COLUMBIA","NORTH CAROLINA","GALA","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","26","26","26"
"APPLES","10/30/10","COLUMBIA","NORTH CAROLINA","GALA","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","25","25","25"
"APPLES","11/25/17","COLUMBIA","NORTH CAROLINA","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","26","26","26"
"APPLES","11/11/17","COLUMBIA","NORTH CAROLINA","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","24","24","24"
"APPLES","11/18/17","COLUMBIA","NORTH CAROLINA","GRANNY SMITH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","50","50","50"
"APPLES","11/11/17","COLUMBIA","NORTH CAROLINA","GRANNY SMITH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","50","50","50"
"APPLES","11/25/17","COLUMBIA","NORTH CAROLINA","GRANNY SMITH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","52","52","52"
"APPLES","11/18/17","COLUMBIA","NORTH CAROLINA","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","24","24","24"
"APPLES","2/23/08","PHILADELPHIA","NEW ZEALAND","PACIFIC ROSE","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","30","30","30"
"APPLES","3/1/08","PHILADELPHIA","NEW ZEALAND","PACIFIC ROSE","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","30","30","30"
"APPLES","2/16/08","PHILADELPHIA","NEW ZEALAND","PACIFIC ROSE","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","30","30","30"
"APPLES","10/29/16","BOSTON","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","22","22","22"
"APPLES","2/5/05","PHILADELPHIA","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","8","8","8"
"APPLES","1/29/05","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","10","10"
"APPLES","3/5/16","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","3/5/16","PHILADELPHIA","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","16","16"
"APPLES","5/22/04","PHILADELPHIA","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","10","10"
"APPLES","2/27/16","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","2/20/16","PHILADELPHIA","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","16","16"
"APPLES","4/30/16","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","1/3/04","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","9","8","8.5"
"APPLES","2/7/04","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","8","8","8"
"APPLES","4/23/16","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","1/31/04","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","8","8","8"
"APPLES","5/3/14","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","16","16"
"APPLES","12/20/03","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","9","8","8.5"
"APPLES","12/6/03","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","9","8","8.5"
"APPLES","4/16/16","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","4/9/16","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","3/26/16","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","11/15/03","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","9","8","8.5"
"APPLES","12/27/03","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","9","8","8.5"
"APPLES","1/10/04","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","9","8","8.5"
"APPLES","11/8/03","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","9","8","8.5"
"APPLES","3/19/16","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","11/1/03","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","11","10","10.5"
"APPLES","7/16/16","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","2/13/16","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","5/19/07","PHILADELPHIA","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","5/14/16","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","10/11/03","PHILADELPHIA","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","14","13","13.5"
"APPLES","10/18/03","PHILADELPHIA","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","14","13","13.5"
"APPLES","1/12/08","COLUMBIA","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","10/25/03","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","11","10","10.5"
"APPLES","2/6/99","PHILADELPHIA","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","10","10"
"APPLES","3/24/07","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12","12","12"
"APPLES","3/31/07","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12","12","12"
"APPLES","3/24/07","BOSTON","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","5/7/16","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","6/17/00","PHILADELPHIA","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","10","10"
"APPLES","6/10/00","PHILADELPHIA","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","10","10"
"APPLES","7/2/16","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","2/17/07","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12","12","12"
"APPLES","2/17/07","BOSTON","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","16","16"
"APPLES","11/25/06","PHILADELPHIA","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","11","10","10.5"
"APPLES","6/25/16","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","3/12/16","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","1/20/07","PHILADELPHIA","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12","12","12"
"APPLES","11/9/02","PHILADELPHIA","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","13.5","9","11.25"
"APPLES","2/28/98","PHILADELPHIA","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","10","10"
"APPLES","2/13/99","PHILADELPHIA","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","10","10"
"APPLES","12/26/98","BOSTON","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","10","10"
"APPLES","12/19/98","BOSTON","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","10","10"
"APPLES","12/31/05","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","14","14","14"
"APPLES","9/26/98","PHILADELPHIA","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12","12","12"
"APPLES","10/16/99","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","9","8","8.5"
"APPLES","10/31/98","PHILADELPHIA","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","10","10"
"APPLES","10/9/99","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","9","8","8.5"
"APPLES","6/13/98","PHILADELPHIA","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","11","11","11"
"APPLES","5/9/98","PHILADELPHIA","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","11","11","11"
"APPLES","5/2/98","PHILADELPHIA","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","11","11","11"
"APPLES","5/2/98","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","8","7","7.5"
"APPLES","6/4/16","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","6/18/16","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","4/28/07","BOSTON","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","4/28/07","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12","12","12"
"APPLES","3/3/07","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12","12","12"
"APPLES","5/2/98","BOSTON","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","8","9"
"APPLES","3/13/99","PHILADELPHIA","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","10","10"
"APPLES","6/11/16","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","3/27/10","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","14","14","14"
"APPLES","3/28/98","PHILADELPHIA","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","10","10"
"APPLES","3/28/98","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","8","7","7.5"
"APPLES","4/4/98","PHILADELPHIA","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","10","10"
"APPLES","3/21/98","PHILADELPHIA","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","10","10"
"APPLES","5/28/16","NEW YORK","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","2/20/16","NEW YORK","NEW YORK","GOLDEN DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","7/9/16","NEW YORK","NEW YORK","GOLDEN DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","4/30/16","NEW YORK","NEW YORK","GOLDEN DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","4/23/16","NEW YORK","NEW YORK","GOLDEN DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","1/3/04","NEW YORK","NEW YORK","GOLDEN DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","9","8","8.5"
"APPLES","12/27/03","NEW YORK","NEW YORK","GOLDEN DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","9","8","8.5"
"APPLES","1/31/04","NEW YORK","NEW YORK","GOLDEN DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","9","8","8.5"
"APPLES","1/24/04","NEW YORK","NEW YORK","GOLDEN DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","9","8","8.5"
"APPLES","1/17/04","NEW YORK","NEW YORK","GOLDEN DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","9","8","8.5"
